Year,Country code,Country,Tonnes CO2,Gas,Sector Name
2008,LV,Latvia,1257.904105,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2009,LV,Latvia,1276.353128,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2010,LV,Latvia,1337.384737,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2011,LV,Latvia,1226.245745,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2012,LV,Latvia,1184.473183,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2013,LV,Latvia,1127.38979,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2014,LV,Latvia,1112.333691,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2015,LV,Latvia,1037.920796,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2016,LV,Latvia,1031.518934,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2017,LV,Latvia,1057.657611,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2018,LV,Latvia,1067.950799,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2019,LV,Latvia,994.2830994,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2020,LV,Latvia,999.3146428,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2021,LV,Latvia,1061.356425,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1990,LU,Luxembourg,1324.341589,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1991,LU,Luxembourg,1589.617984,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1992,LU,Luxembourg,1463.032488,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1993,LU,Luxembourg,1449.961975,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1994,LU,Luxembourg,1388.93191,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1995,LU,Luxembourg,1404.30311,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1996,LU,Luxembourg,1553.494576,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1997,LU,Luxembourg,1505.616433,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1998,LU,Luxembourg,1570.057715,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1999,LU,Luxembourg,1408.360303,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2000,LU,Luxembourg,1631.605528,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2001,LU,Luxembourg,1674.708613,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2002,LU,Luxembourg,1619.946237,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2003,LU,Luxembourg,1659.269673,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2004,LU,Luxembourg,1705.164413,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2005,LU,Luxembourg,1634.517602,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2006,LU,Luxembourg,1599.391561,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2007,LU,Luxembourg,1512.742182,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2008,LU,Luxembourg,1574.263398,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2009,LU,Luxembourg,1564.995032,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2010,LU,Luxembourg,1663.70672,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2011,LU,Luxembourg,1368.933157,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2012,LU,Luxembourg,1492.836488,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2013,LU,Luxembourg,1513.313526,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2014,LU,Luxembourg,1354.794442,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2015,LU,Luxembourg,1572.813109,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2016,LU,Luxembourg,1630.582474,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2017,LU,Luxembourg,1687.322811,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2018,LU,Luxembourg,1611.88728,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2019,LU,Luxembourg,1608.385256,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2020,LU,Luxembourg,1586.916337,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2021,LU,Luxembourg,1647.473076,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1990,LT,Lithuania,5693.837712,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1991,LT,Lithuania,6391.696444,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1992,LT,Lithuania,2958.005021,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1993,LT,Lithuania,2546.962478,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1994,LT,Lithuania,2430.269086,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1995,LT,Lithuania,2112.730792,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1996,LT,Lithuania,1807.479658,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1997,LT,Lithuania,1575.322511,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1998,LT,Lithuania,1349.345764,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1999,LT,Lithuania,1253.915863,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2000,LT,Lithuania,1062.810682,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2001,LT,Lithuania,1018.932794,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2002,LT,Lithuania,1080.737442,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2003,LT,Lithuania,1120.127171,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2004,LT,Lithuania,1132.179789,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2005,LT,Lithuania,1200.426808,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2006,LT,Lithuania,1313.10926,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2007,LT,Lithuania,1266.312539,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2008,LT,Lithuania,1227.853365,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2009,LT,Lithuania,1228.999096,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2010,LT,Lithuania,1363.354457,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2011,LT,Lithuania,1378.196831,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2012,LT,Lithuania,1305.80065,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2013,LT,Lithuania,1283.05881,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2014,LT,Lithuania,1168.040038,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2015,LT,Lithuania,1070.468902,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2016,LT,Lithuania,1200.150472,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2017,LT,Lithuania,1281.338633,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2018,LT,Lithuania,1336.131886,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2019,LT,Lithuania,1243.15997,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2020,LT,Lithuania,1152.577068,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2021,LT,Lithuania,1318.533645,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1990,IT,Italy,69193.64165,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1991,IT,Italy,75622.74105,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1992,IT,Italy,70702.78742,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1993,IT,Italy,70535.31038,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1994,IT,Italy,61906.89504,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1995,IT,Italy,68823.16455,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1996,IT,Italy,70714.35303,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1997,IT,Italy,68335.19105,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1998,IT,Italy,72231.51389,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1999,IT,Italy,76905.5565,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2000,IT,Italy,73471.93625,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2001,IT,Italy,77341.42319,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2002,IT,Italy,73176.43595,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2003,IT,Italy,78693.90571,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2004,IT,Italy,80691.38879,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2005,IT,Italy,86620.23518,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2006,IT,Italy,81477.12058,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2007,IT,Italy,77138.81431,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2008,IT,Italy,83189.50279,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2009,IT,Italy,83966.50373,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2010,IT,Italy,88110.08736,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2011,IT,Italy,79651.49065,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2012,IT,Italy,80424.01366,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2013,IT,Italy,79886.5467,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2014,IT,Italy,68137.63613,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2015,IT,Italy,74868.48553,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2016,IT,Italy,75592.26931,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2017,IT,Italy,75540.88639,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2018,IT,Italy,75343.18417,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2019,IT,Italy,73231.87119,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2020,IT,Italy,71407.09486,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2021,IT,Italy,75468.86506,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1990,IE,Ireland,9713.371119,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1991,IE,Ireland,9812.80916,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1992,IE,Ireland,8919.603822,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1993,IE,Ireland,8878.429729,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1994,IE,Ireland,8912.094099,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1995,IE,Ireland,8655.324293,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1996,IE,Ireland,8847.115345,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1997,IE,Ireland,8568.319075,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1998,IE,Ireland,9081.653774,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1999,IE,Ireland,8902.486562,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2000,IE,Ireland,9077.692024,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2001,IE,Ireland,9389.400537,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2002,IE,Ireland,9312.298584,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2003,IE,Ireland,9601.397281,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2004,IE,Ireland,9666.895671,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2005,IE,Ireland,10149.40903,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2006,IE,Ireland,9973.245989,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2007,IE,Ireland,9758.176783,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2008,IE,Ireland,10607.29811,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2009,IE,Ireland,10106.35572,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2010,IE,Ireland,10451.46789,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2011,IE,Ireland,9101.354894,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2012,IE,Ireland,8659.899289,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2013,IE,Ireland,8580.913502,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2014,IE,Ireland,7650.546665,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2015,IE,Ireland,8208.38602,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2016,IE,Ireland,8436.719466,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2017,IE,Ireland,8007.048461,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2018,IE,Ireland,8605.653431,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2019,IE,Ireland,8310.550294,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2020,IE,Ireland,8895.381404,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2021,IE,Ireland,8411.784462,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1990,HU,Hungary,19672.67294,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1991,HU,Hungary,20749.56609,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1992,HU,Hungary,16209.77541,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1993,HU,Hungary,17245.0062,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1994,HU,Hungary,16093.90019,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1995,HU,Hungary,15357.51717,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1996,HU,Hungary,16304.9296,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1997,HU,Hungary,15253.32097,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1998,HU,Hungary,13414.70102,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1999,HU,Hungary,14022.82627,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2000,HU,Hungary,13996.04671,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2001,HU,Hungary,14953.43202,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2002,HU,Hungary,14663.94188,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2003,HU,Hungary,16232.7212,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2004,HU,Hungary,16252.07492,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2005,HU,Hungary,16805.85939,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2006,HU,Hungary,15224.51733,All greenhouse gases - (CO2 equivalent),Residential and Commercial
