Year,Country code,Country,Tonnes CO2,Gas,Sector Name
2016,EE,Estonia,2363.534197,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2017,EE,Estonia,2448.23011,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2018,EE,Estonia,2466.15987,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2019,EE,Estonia,2415.859635,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2020,EE,Estonia,2241.842996,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2021,EE,Estonia,2350.645632,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1990,DK,Denmark,10752.49075,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1991,DK,Denmark,11260.02393,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1992,DK,Denmark,11456.05537,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1993,DK,Denmark,11501.88659,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1994,DK,Denmark,11924.53623,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1995,DK,Denmark,12053.18636,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1996,DK,Denmark,12311.66833,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1997,DK,Denmark,12507.37924,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1998,DK,Denmark,12508.51035,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1999,DK,Denmark,12531.17595,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2000,DK,Denmark,12391.77909,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2001,DK,Denmark,12441.95531,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2002,DK,Denmark,12600.21899,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2003,DK,Denmark,13064.30436,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2004,DK,Denmark,13287.9571,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2005,DK,Denmark,13500.99814,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2006,DK,Denmark,13825.9439,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2007,DK,Denmark,14379.09318,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2008,DK,Denmark,14206.09168,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2009,DK,Denmark,13435.19782,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2010,DK,Denmark,13312.80588,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2011,DK,Denmark,13005.80998,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2012,DK,Denmark,12432.42337,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2013,DK,Denmark,12228.82626,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2014,DK,Denmark,12337.82617,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2015,DK,Denmark,12520.38509,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2016,DK,Denmark,12789.57013,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2017,DK,Denmark,12974.68871,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2018,DK,Denmark,13222.84693,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2019,DK,Denmark,13019.13801,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2020,DK,Denmark,11939.30369,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2021,DK,Denmark,12202.06187,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1990,DE,Germany,164377.4751,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1991,DE,Germany,167389.5159,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1992,DE,Germany,173249.9323,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1993,DE,Germany,177644.7906,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1994,DE,Germany,173637.9769,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1995,DE,Germany,177418.0501,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1996,DE,Germany,177163.9293,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1997,DE,Germany,177510.5246,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1998,DE,Germany,180794.5445,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1999,DE,Germany,185901.2104,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2000,DE,Germany,181935.7862,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2001,DE,Germany,178147.1068,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2002,DE,Germany,175752.7847,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2003,DE,Germany,169323.0829,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2004,DE,Germany,168920.9901,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2005,DE,Germany,160882.0798,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2006,DE,Germany,157110.8534,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2007,DE,Germany,153937.8448,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2008,DE,Germany,153641.8939,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2009,DE,Germany,152947.9371,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2010,DE,Germany,153867.6475,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2011,DE,Germany,156009.1745,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2012,DE,Germany,154538.9811,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2013,DE,Germany,158913.8146,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2014,DE,Germany,159809.7397,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2015,DE,Germany,162767.5362,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2016,DE,Germany,165683.5171,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2017,DE,Germany,168699.2025,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2018,DE,Germany,163180.5732,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2019,DE,Germany,164868.3579,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2020,DE,Germany,146177.3558,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2021,DE,Germany,147633.4462,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1990,CZ,Czechia,11249.6046,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1991,CZ,Czechia,10190.57467,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1992,CZ,Czechia,10612.60884,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1993,CZ,Czechia,10173.9556,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1994,CZ,Czechia,11092.81288,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1995,CZ,Czechia,10410.03375,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1996,CZ,Czechia,10636.20381,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1997,CZ,Czechia,10616.77938,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1998,CZ,Czechia,11896.51324,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1999,CZ,Czechia,12124.21839,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2000,CZ,Czechia,12238.28799,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2001,CZ,Czechia,13021.9516,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2002,CZ,Czechia,13486.70782,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2003,CZ,Czechia,15367.26062,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2004,CZ,Czechia,16076.82609,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2005,CZ,Czechia,17365.32735,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2006,CZ,Czechia,17660.11328,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2007,CZ,Czechia,18609.51316,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2008,CZ,Czechia,18473.97136,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2009,CZ,Czechia,17800.90275,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2010,CZ,Czechia,16794.9952,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2011,CZ,Czechia,16621.81762,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2012,CZ,Czechia,16333.5364,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2013,CZ,Czechia,16205.14408,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2014,CZ,Czechia,16720.37149,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2015,CZ,Czechia,17480.41017,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2016,CZ,Czechia,18158.64349,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2017,CZ,Czechia,18659.92898,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2018,CZ,Czechia,18848.15183,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2019,CZ,Czechia,19018.73883,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2020,CZ,Czechia,17721.55841,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2021,CZ,Czechia,18937.2818,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1990,CY,Cyprus,1236.791328,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1991,CY,Cyprus,1238.856636,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1992,CY,Cyprus,1387.08415,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1993,CY,Cyprus,1402.363223,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1994,CY,Cyprus,1460.240265,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1995,CY,Cyprus,1550.115031,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1996,CY,Cyprus,1601.659143,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1997,CY,Cyprus,1670.137066,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1998,CY,Cyprus,1747.948921,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1999,CY,Cyprus,1795.162546,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2000,CY,Cyprus,1837.695563,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2001,CY,Cyprus,1900.490798,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2002,CY,Cyprus,1883.98746,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2003,CY,Cyprus,1995.661863,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2004,CY,Cyprus,2073.668852,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2005,CY,Cyprus,2112.379718,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2006,CY,Cyprus,2100.074312,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2007,CY,Cyprus,2235.646322,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2008,CY,Cyprus,2324.995358,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2009,CY,Cyprus,2326.910146,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2010,CY,Cyprus,2375.416244,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2011,CY,Cyprus,2305.219572,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2012,CY,Cyprus,2130.893441,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2013,CY,Cyprus,1920.662272,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2014,CY,Cyprus,1853.431338,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2015,CY,Cyprus,1923.488722,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2016,CY,Cyprus,2051.437496,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2017,CY,Cyprus,2123.910727,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2018,CY,Cyprus,2094.217595,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2019,CY,Cyprus,2139.347876,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2020,CY,Cyprus,1916.344224,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2021,CY,Cyprus,2051.16041,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1990,BG,Bulgaria,6515.517153,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1991,BG,Bulgaria,3552.278364,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1992,BG,Bulgaria,3894.137924,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1993,BG,Bulgaria,4419.167845,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1994,BG,Bulgaria,4040.581782,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1995,BG,Bulgaria,4321.807196,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1996,BG,Bulgaria,4238.299428,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1997,BG,Bulgaria,4293.243348,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1998,BG,Bulgaria,5458.477962,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1999,BG,Bulgaria,5627.140192,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2000,BG,Bulgaria,5461.555247,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2001,BG,Bulgaria,5569.14864,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2002,BG,Bulgaria,5844.328858,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2003,BG,Bulgaria,6443.07417,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2004,BG,Bulgaria,6987.351092,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2005,BG,Bulgaria,7815.652861,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2006,BG,Bulgaria,8276.082788,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2007,BG,Bulgaria,8057.206672,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2008,BG,Bulgaria,8550.973343,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2009,BG,Bulgaria,8194.282678,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2010,BG,Bulgaria,7983.1489,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2011,BG,Bulgaria,8152.111797,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2012,BG,Bulgaria,8505.820074,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2013,BG,Bulgaria,7431.475755,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2014,BG,Bulgaria,8416.324101,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2015,BG,Bulgaria,9198.461073,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2016,BG,Bulgaria,9299.909126,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2017,BG,Bulgaria,9438.03103,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2018,BG,Bulgaria,9651.316793,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2019,BG,Bulgaria,9809.194744,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2020,BG,Bulgaria,9225.197457,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2021,BG,Bulgaria,9921.251283,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1990,BE,Belgium,20925.48574,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1991,BE,Belgium,21103.85134,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1992,BE,Belgium,21858.5309,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1993,BE,Belgium,22357.42612,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1994,BE,Belgium,22855.47943,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1995,BE,Belgium,22938.81264,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1996,BE,Belgium,23366.85063,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1997,BE,Belgium,23583.57053,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1998,BE,Belgium,24246.30682,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1999,BE,Belgium,24567.84734,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2000,BE,Belgium,24986.73414,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2001,BE,Belgium,25544.20748,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2002,BE,Belgium,25860.79459,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2003,BE,Belgium,26447.42454,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2004,BE,Belgium,27531.53812,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2005,BE,Belgium,26739.81879,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2006,BE,Belgium,27338.93015,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2007,BE,Belgium,28192.38141,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2008,BE,Belgium,28273.84096,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2009,BE,Belgium,27497.33703,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2010,BE,Belgium,26707.87289,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2011,BE,Belgium,26304.23637,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2012,BE,Belgium,25483.09972,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2013,BE,Belgium,24995.68863,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2014,BE,Belgium,25243.29704,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2015,BE,Belgium,26918.58554,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2016,BE,Belgium,26633.7336,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2017,BE,Belgium,26058.42983,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2018,BE,Belgium,26232.44165,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2019,BE,Belgium,25993.74576,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2020,BE,Belgium,21671.97962,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2021,BE,Belgium,23860.73064,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1990,AT,Austria,13951.9105,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1991,AT,Austria,15429.49723,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1992,AT,Austria,15395.81842,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1993,AT,Austria,15523.14878,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1994,AT,Austria,15567.06577,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1995,AT,Austria,15846.72769,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1996,AT,Austria,17399.68497,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1997,AT,Austria,16410.58671,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1998,AT,Austria,18516.20081,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1999,AT,Austria,17980.23049,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2000,AT,Austria,18792.05259,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2001,AT,Austria,20285.53443,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2002,AT,Austria,22199.11709,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2003,AT,Austria,24055.27096,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2004,AT,Austria,24573.61431,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2005,AT,Austria,24928.3766,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2006,AT,Austria,23662.73067,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2007,AT,Austria,23886.70932,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2008,AT,Austria,22415.94541,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2009,AT,Austria,21759.12235,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2010,AT,Austria,22566.95949,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2011,AT,Austria,21916.31574,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2012,AT,Austria,21732.29844,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2013,AT,Austria,22911.17599,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2014,AT,Austria,22225.63957,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2015,AT,Austria,22702.11914,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2016,AT,Austria,23554.96874,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2017,AT,Austria,24304.9635,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2018,AT,Austria,24422.25799,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2019,AT,Austria,24471.81954,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2020,AT,Austria,21155.62121,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
2021,AT,Austria,21932.18952,All greenhouse gases - (CO2 equivalent),1.A.3 - Transport
1990,SK,Slovakia,21658.60206,All greenhouse gases - (CO2 equivalent),Energy supply
1991,SK,Slovakia,18603.13941,All greenhouse gases - (CO2 equivalent),Energy supply
1992,SK,Slovakia,16547.94813,All greenhouse gases - (CO2 equivalent),Energy supply
1993,SK,Slovakia,15251.87812,All greenhouse gases - (CO2 equivalent),Energy supply
1994,SK,Slovakia,14458.34398,All greenhouse gases - (CO2 equivalent),Energy supply
1995,SK,Slovakia,14211.99824,All greenhouse gases - (CO2 equivalent),Energy supply
1996,SK,Slovakia,14210.53036,All greenhouse gases - (CO2 equivalent),Energy supply
1997,SK,Slovakia,13951.40908,All greenhouse gases - (CO2 equivalent),Energy supply
1998,SK,Slovakia,13994.09753,All greenhouse gases - (CO2 equivalent),Energy supply
1999,SK,Slovakia,14122.45696,All greenhouse gases - (CO2 equivalent),Energy supply
2000,SK,Slovakia,14195.4475,All greenhouse gases - (CO2 equivalent),Energy supply
2001,SK,Slovakia,15184.23954,All greenhouse gases - (CO2 equivalent),Energy supply
2002,SK,Slovakia,14305.38217,All greenhouse gases - (CO2 equivalent),Energy supply
2003,SK,Slovakia,14728.65306,All greenhouse gases - (CO2 equivalent),Energy supply
2004,SK,Slovakia,14362.90285,All greenhouse gases - (CO2 equivalent),Energy supply
2005,SK,Slovakia,13319.25885,All greenhouse gases - (CO2 equivalent),Energy supply
2006,SK,Slovakia,12646.69453,All greenhouse gases - (CO2 equivalent),Energy supply
2007,SK,Slovakia,11767.83628,All greenhouse gases - (CO2 equivalent),Energy supply
2008,SK,Slovakia,11870.9145,All greenhouse gases - (CO2 equivalent),Energy supply
2009,SK,Slovakia,10648.68121,All greenhouse gases - (CO2 equivalent),Energy supply
2010,SK,Slovakia,10286.54627,All greenhouse gases - (CO2 equivalent),Energy supply
2011,SK,Slovakia,10360.46235,All greenhouse gases - (CO2 equivalent),Energy supply
2012,SK,Slovakia,9707.019565,All greenhouse gases - (CO2 equivalent),Energy supply
2013,SK,Slovakia,9183.451072,All greenhouse gases - (CO2 equivalent),Energy supply
2014,SK,Slovakia,7973.928838,All greenhouse gases - (CO2 equivalent),Energy supply
2015,SK,Slovakia,8349.598541,All greenhouse gases - (CO2 equivalent),Energy supply
2016,SK,Slovakia,8270.576192,All greenhouse gases - (CO2 equivalent),Energy supply
2017,SK,Slovakia,8208.576909,All greenhouse gases - (CO2 equivalent),Energy supply
2018,SK,Slovakia,7942.211257,All greenhouse gases - (CO2 equivalent),Energy supply
2019,SK,Slovakia,7600.739817,All greenhouse gases - (CO2 equivalent),Energy supply
2020,SK,Slovakia,6919.761513,All greenhouse gases - (CO2 equivalent),Energy supply
2021,SK,Slovakia,7481.721392,All greenhouse gases - (CO2 equivalent),Energy supply
1990,SI,Slovenia,6935.201106,All greenhouse gases - (CO2 equivalent),Energy supply
1991,SI,Slovenia,5952.199417,All greenhouse gases - (CO2 equivalent),Energy supply
1992,SI,Slovenia,6534.652908,All greenhouse gases - (CO2 equivalent),Energy supply
1993,SI,Slovenia,6277.672683,All greenhouse gases - (CO2 equivalent),Energy supply
1994,SI,Slovenia,6038.755523,All greenhouse gases - (CO2 equivalent),Energy supply
1995,SI,Slovenia,6255.773008,All greenhouse gases - (CO2 equivalent),Energy supply
1996,SI,Slovenia,5838.748053,All greenhouse gases - (CO2 equivalent),Energy supply
1997,SI,Slovenia,6294.562473,All greenhouse gases - (CO2 equivalent),Energy supply
1998,SI,Slovenia,6530.988256,All greenhouse gases - (CO2 equivalent),Energy supply
1999,SI,Slovenia,5808.457363,All greenhouse gases - (CO2 equivalent),Energy supply
2000,SI,Slovenia,6107.791934,All greenhouse gases - (CO2 equivalent),Energy supply
2001,SI,Slovenia,6816.909051,All greenhouse gases - (CO2 equivalent),Energy supply
2002,SI,Slovenia,7117.16329,All greenhouse gases - (CO2 equivalent),Energy supply
2003,SI,Slovenia,6874.03464,All greenhouse gases - (CO2 equivalent),Energy supply
2004,SI,Slovenia,7006.172222,All greenhouse gases - (CO2 equivalent),Energy supply
2005,SI,Slovenia,7018.883425,All greenhouse gases - (CO2 equivalent),Energy supply
2006,SI,Slovenia,7086.128719,All greenhouse gases - (CO2 equivalent),Energy supply
2007,SI,Slovenia,7314.787059,All greenhouse gases - (CO2 equivalent),Energy supply
2008,SI,Slovenia,7069.902434,All greenhouse gases - (CO2 equivalent),Energy supply
2009,SI,Slovenia,6777.504482,All greenhouse gases - (CO2 equivalent),Energy supply
2010,SI,Slovenia,6910.221608,All greenhouse gases - (CO2 equivalent),Energy supply
2011,SI,Slovenia,6938.831016,All greenhouse gases - (CO2 equivalent),Energy supply
2012,SI,Slovenia,6615.747726,All greenhouse gases - (CO2 equivalent),Energy supply
2013,SI,Slovenia,6274.14692,All greenhouse gases - (CO2 equivalent),Energy supply
2014,SI,Slovenia,4841.025466,All greenhouse gases - (CO2 equivalent),Energy supply
2015,SI,Slovenia,4966.632408,All greenhouse gases - (CO2 equivalent),Energy supply
2016,SI,Slovenia,5363.944803,All greenhouse gases - (CO2 equivalent),Energy supply
2017,SI,Slovenia,5361.6203,All greenhouse gases - (CO2 equivalent),Energy supply
2018,SI,Slovenia,5226.759381,All greenhouse gases - (CO2 equivalent),Energy supply
2019,SI,Slovenia,4988.415095,All greenhouse gases - (CO2 equivalent),Energy supply
2020,SI,Slovenia,4926.085331,All greenhouse gases - (CO2 equivalent),Energy supply
2021,SI,Slovenia,4557.065535,All greenhouse gases - (CO2 equivalent),Energy supply
1990,SE,Sweden,10284.33731,All greenhouse gases - (CO2 equivalent),Energy supply
1991,SE,Sweden,11185.27612,All greenhouse gases - (CO2 equivalent),Energy supply
1992,SE,Sweden,11808.65601,All greenhouse gases - (CO2 equivalent),Energy supply
1993,SE,Sweden,11994.26784,All greenhouse gases - (CO2 equivalent),Energy supply
1994,SE,Sweden,12417.6251,All greenhouse gases - (CO2 equivalent),Energy supply
1995,SE,Sweden,11699.2512,All greenhouse gases - (CO2 equivalent),Energy supply
1996,SE,Sweden,16151.46686,All greenhouse gases - (CO2 equivalent),Energy supply
1997,SE,Sweden,11509.16505,All greenhouse gases - (CO2 equivalent),Energy supply
